"variable","bandwidth_km","proporcion_distancia_maxima","beta_global","beta_local_min","beta_local_max","rango_beta_local"
"IDH",1919.10269190172,1.01415025316032,0.16368978385544,0.162525574398423,0.165226076623538,0.00270050222511486
"PBI per cápita",360.547049462376,0.19053117013042,-0.328196469491089,-0.485660010322929,-0.277076988553835,0.208583021769094
